joint_no,wheel,dist_US_weld,degrees,INT_EXT,depth,length,width,Dia
56450,173477.75,4.13,90.0288,Ext,13,0.88,0.648,22
56450,173487.07,13.43,101.2824,Ext,21,0.88,1.08,22
56450,173495.49,21.86,82.5264,Ext,16,0.391,0.84,22
56450,173495.62,21.98,90.0288,Ext,13,1.369,0.768,22
56450,173511.61,37.96,105.0336,Ext,25,0.88,0.768,22
56450,173511.78,38.14,90.0288,Ext,10,0.587,1.008,22
56450,173512.08,38.44,90.0288,Ext,15,0.782,0.696,22
56460,173539.91,26.56,82.5264,Ext,17,0.685,0.936,22
56460,173544.13,30.77,116.2872,Ext,10,0.489,0.792,22
56460,173549.63,36.28,90.0288,Ext,10,0.685,0.6,22
56470,173557.77,4.73,112.536,Ext,10,0.782,1.032,22
56470,173572.19,19.15,112.536,Ext,15,0.489,1.152,22
56470,173572.3,19.26,112.536,Ext,12,0.489,0.624,22
56470,173574.31,21.28,101.2824,Ext,10,1.076,0.888,22
56480,173592.98,0.12,105.0336,Ext,24,0.782,2.664,22
56480,173595.74,2.88,82.5264,Ext,24,0.782,0.648,22
56490,173635.81,3.17,93.78,Ext,10,0.782,1.152,22
56500,173690.86,18.45,101.2824,Ext,22,0.587,0.528,22
56500,173705.49,33.03,93.78,Ext,10,1.369,1.176,22
56500,173705.7,33.28,93.78,Ext,10,0.587,0.936,22
56500,173705.83,33.42,90.0288,Ext,10,0.782,1.104,22
56530,173792.45,0.73,93.78,Ext,10,0.704,1.152,22
56530,173792.55,0.82,101.2824,Ext,10,0.822,0.768,22
56540,173854.67,23.12,86.2776,Ext,11,0.685,0.552,22
56540,173871.17,39.6,86.2776,Ext,14,0.978,0.744,22
56650,174281.46,12.37,93.78,Ext,10,0.391,0.984,22
56660,174346.3,37.58,97.5312,Ext,20,0.685,0.504,22
56660,174346.81,38.09,93.78,Ext,34,0.587,0.504,22
56690,174431.05,3.08,71.2728,Ext,12,1.076,0.96,22
56690,174466.73,38.74,105.0336,Ext,22,1.467,1.944,22
56700,174470.15,2.68,101.2824,Ext,32,0.704,0.96,22
56700,174470.23,2.75,93.78,Ext,20,0.704,0.504,22
56700,174489.41,21.96,112.536,Ext,10,0.587,0.768,22
56700,174490.56,23.1,97.5312,Ext,19,0.587,0.528,22
56700,174491.66,24.2,101.2824,Ext,13,0.782,0.648,22
56700,174495.59,28.12,97.5312,Ext,20,0.489,0.432,22
56700,174498.23,30.76,97.5312,Ext,10,1.467,2.664,22
56710,174507.89,0.63,86.2776,Ext,13,0.704,0.576,22
56710,174515.96,8.7,90.0288,Ext,16,0.88,1.344,22
56710,174521.1,13.81,86.2776,Ext,27,1.291,2.184,22
56710,174521.35,14.08,82.5264,Ext,10,1.056,0.624,22
56710,174524.97,17.66,82.5264,Ext,19,2.346,2.64,22
56720,174554.25,7.14,101.2824,Ext,13,0.587,0.6,22
56720,174569.26,22.15,101.2824,Ext,10,0.685,0.624,22
56730,174605.95,19.07,93.78,Ext,19,0.685,0.456,22
56740,174627.29,0.67,93.78,Ext,10,1.173,0.912,22
56740,174627.93,1.26,93.78,Ext,10,1.369,0.816,22
56740,174629.12,2.5,101.2824,Ext,11,0.685,0.696,22
56740,174629.42,2.79,97.5312,Ext,20,0.587,0.504,22
56740,174637.78,11.16,97.5312,Ext,14,0.782,0.888,22
56740,174641.41,14.78,97.5312,Ext,20,0.587,0.744,22
56740,174645.41,18.77,93.78,Ext,20,1.271,1.896,22
56740,174645.74,19.11,97.5312,Ext,21,0.587,0.744,22
56740,174645.86,19.22,101.2824,Ext,10,0.587,0.696,22
56750,174693.97,30.16,82.5264,Ext,17,0.978,0.48,22
56760,174727.65,24.05,101.2824,Ext,10,0.782,0.72,22
56820,174944.42,2.24,101.2824,Ext,15,0.587,0.72,22
56820,174950.3,8.11,90.0288,Ext,20,0.782,1.008,22
56820,174953.36,11.18,93.78,Ext,10,0.587,0.792,22
56880,175217.38,36.74,86.2776,Ext,23,0.704,0.6,22
56890,175259.09,38.66,90.0288,Ext,15,0.763,0.696,22
56900,175263.53,3.27,97.5312,Ext,21,0.587,0.552,22
56900,175264.64,4.4,90.0288,Ext,20,0.47,0.528,22
56900,175299.65,39.4,97.5312,Ext,10,1.369,3.864,22
56920,175352.07,12.27,112.536,Ext,19,0.685,0.528,22
56940,175455.12,35.74,101.2824,Ext,15,0.587,0.552,22
56940,175455.28,35.91,97.5312,Ext,13,0.978,0.72,22
56940,175455.49,36.1,105.0336,Ext,20,0.587,0.504,22
56990,175618.87,0.68,97.5312,Ext,16,0.978,1.368,22
57000,175677.85,19.78,93.78,Ext,15,0.685,0.624,22
57000,175680.12,22.06,105.0336,Ext,10,1.076,0.744,22
57000,175688.58,30.53,86.2776,Ext,10,0.782,2.184,22
57010,175690.67,0.72,97.5312,Ext,10,0.88,0.96,22
57010,175693.1,3.17,120.0384,Ext,17,1.173,0.552,22
57010,175693.83,3.87,86.2776,Ext,10,1.271,0.912,22
57010,175694.11,4.17,101.2824,Ext,10,0.782,1.08,22
57010,175694.14,4.2,112.536,Ext,15,1.076,1.032,22
57010,175698.51,8.54,112.536,Ext,12,0.587,0.96,22
57010,175698.6,8.66,112.536,Ext,10,0.587,0.792,22
57050,175851.54,32.42,93.78,Ext,16,0.685,0.6,22
57050,175858.15,39,101.2824,Ext,11,1.955,6.744,22
57060,175863.46,4.64,86.2776,Ext,33,1.173,1.728,22
57060,175863.61,4.83,86.2776,Ext,12,1.76,1.584,22
57060,175866.52,7.69,90.0288,Ext,13,0.978,0.864,22
57060,175867.06,8.24,82.5264,Ext,19,0.587,0.888,22
57060,175877.65,18.82,86.2776,Ext,13,0.782,0.504,22
57060,175881.67,22.84,86.2776,Ext,32,0.782,0.552,22
57060,175883.47,24.65,90.0288,Ext,14,0.587,0.936,22
57060,175885.11,26.28,90.0288,Ext,10,0.782,0.936,22
57060,175885.25,26.43,93.78,Ext,10,0.685,1.728,22
57060,175886.73,27.9,86.2776,Ext,15,0.587,0.912,22
57060,175887.55,28.69,90.0288,Ext,15,1.173,2.424,22
57060,175888.48,29.66,93.78,Ext,10,0.782,0.6,22
57060,175889.34,30.47,97.5312,Ext,20,1.858,1.68,22
57060,175889.66,30.88,90.0288,Ext,23,3.813,3.864,22
57060,175890.35,31.53,90.0288,Ext,15,1.369,2.904,22
57060,175892.57,33.74,97.5312,Ext,10,0.587,1.056,22
57060,175892.83,34,86.2776,Ext,15,0.587,1.08,22
57060,175893.1,34.27,86.2776,Ext,19,0.685,0.552,22
57060,175893.76,34.92,97.5312,Ext,10,0.88,0.72,22
57060,175895.19,36.34,90.0288,Ext,10,1.076,0.84,22
57070,175900.78,2.26,90.0288,Ext,11,1.76,1.44,22
57070,175901.05,2.52,86.2776,Ext,10,1.369,1.08,22
57080,175943.7,5.45,75.024,Ext,17,0.685,0.48,22
57090,176006.42,28.3,112.536,Ext,19,0.685,0.528,22
57100,176028.06,10.15,105.0336,Ext,14,1.467,1.224,22
57110,176096.85,39.03,93.78,Ext,16,0.88,1.224,22
57130,176140.91,3.68,97.5312,Ext,38,1.525,1.08,22
57130,176151.54,14.3,97.5312,Ext,10,1.369,1.944,22
57130,176152.17,14.91,97.5312,Ext,14,0.685,0.672,22
57130,176154.19,16.92,93.78,Ext,22,0.88,0.96,22
57130,176157.49,20.22,97.5312,Ext,21,0.88,0.408,22
57130,176159.02,21.75,97.5312,Ext,20,0.782,0.528,22
57130,176159.59,22.32,97.5312,Ext,27,0.88,0.48,22
57130,176159.93,22.67,97.5312,Ext,20,0.782,0.504,22
57130,176160.23,22.91,97.5312,Ext,20,1.955,0.672,22
57130,176165.65,28.39,97.5312,Ext,37,0.939,0.624,22
57130,176165.71,28.43,93.78,Ext,27,0.822,0.72,22
57130,176166.11,28.84,97.5312,Ext,19,1.056,0.528,22
57130,176168.78,31.52,101.2824,Ext,20,0.822,0.528,22
57130,176170.54,33.28,105.0336,Ext,13,0.704,0.6,22
57130,176171.32,34.04,93.78,Ext,22,0.822,0.576,22
57130,176173.77,36.5,93.78,Ext,36,0.704,0.768,22
57130,176174.08,36.81,93.78,Ext,39,0.704,0.792,22
57130,176174.65,37.38,93.78,Ext,49,0.704,0.72,22
57130,176174.89,37.67,101.2824,Ext,44,3.168,3.624,22
57130,176175.19,37.91,97.5312,Ext,30,0.822,0.528,22
57140,176177.42,0.24,90.0288,Ext,15,0.822,0.984,22
57140,176178.71,1.52,97.5312,Ext,14,0.587,1.152,22
57140,176184.79,7.61,97.5312,Ext,15,0.822,0.912,22
57140,176186.76,9.57,97.5312,Ext,19,0.587,0.48,22
57140,176187.32,10.06,97.5312,Ext,22,3.519,2.664,22
57140,176209.53,32.35,90.0288,Ext,15,0.822,1.08,22
57160,176269.37,12.45,101.2824,Ext,17,0.685,0.48,22
57160,176269.88,12.94,90.0288,Ext,25,0.489,0.936,22
57160,176291.3,34.38,90.0288,Ext,10,0.685,0.816,22
57160,176293.71,36.79,97.5312,Ext,10,0.782,0.672,22
57160,176294.78,37.87,150.048,Ext,12,0.489,0.744,22
57180,176370.97,34.59,7.5024,Ext,18,1.056,0.504,22
57190,176389.54,13.38,86.2776,Ext,27,0.47,0.936,22
57250,176552.08,9.74,86.2776,Ext,20,2.053,1.464,22
57250,176556.68,14.4,90.0288,Ext,17,0.587,1.08,22
57260,176585.86,10.97,86.2776,Ext,12,0.47,0.504,22
57260,176586.63,11.75,90.0288,Ext,10,0.939,0.96,22
57260,176605.36,30.48,97.5312,Ext,15,1.525,3.864,22
57260,176605.67,30.77,97.5312,Ext,25,0.587,0.552,22
57260,176606.93,32.03,131.292,Ext,30,0.704,0.6,22
57260,176612.2,37.31,82.5264,Ext,10,0.47,0.72,22
57270,176617.07,2.32,90.0288,Ext,20,0.704,0.576,22
57270,176619.67,4.91,105.0336,Ext,18,0.587,0.816,22
57270,176636.83,22.07,86.2776,Ext,10,0.47,0.84,22
57280,176662.75,8.2,82.5264,Ext,14,2.464,0.6,22
57280,176662.84,8.35,90.0288,Ext,10,0.587,0.768,22
57290,176666.09,0.59,93.78,Ext,10,0.939,1.008,22
57290,176666.26,0.75,97.5312,Ext,10,0.822,1.056,22
57290,176671.9,6.4,97.5312,Ext,23,0.822,0.48,22
57290,176672.19,6.72,90.0288,Ext,20,1.173,1.416,22
57290,176677.46,11.92,78.7752,Ext,14,1.76,3.624,22
57290,176677.44,11.95,105.0336,Ext,13,1.173,1.176,22
57290,176683.16,17.67,86.2776,Ext,13,0.782,1.008,22
57290,176683.56,18.06,86.2776,Ext,22,0.685,0.6,22
57290,176684.67,19.17,86.2776,Ext,15,0.685,1.032,22
57290,176697.73,32.23,86.2776,Ext,24,0.587,0.816,22
57290,176698.11,32.61,90.0288,Ext,20,0.704,0.504,22
57290,176700.28,34.74,93.78,Ext,18,1.525,2.184,22
57290,176704.54,39.04,90.0288,Ext,10,0.587,0.648,22
57300,176709.5,4.14,90.0288,Ext,10,0.822,0.84,22
57300,176712.12,6.76,90.0288,Ext,18,0.587,0.456,22
57300,176712.32,6.97,93.78,Ext,13,0.704,1.008,22
57300,176715.25,9.89,97.5312,Ext,17,0.822,0.528,22
57300,176719.92,14.58,97.5312,Ext,12,1.056,0.768,22
57300,176737.07,31.73,97.5312,Ext,21,1.291,0.768,22
57310,176745.6,0.36,93.78,Ext,25,1.056,1.128,22
57310,176746.05,0.83,93.78,Ext,13,1.291,1.248,22
57310,176746.64,1.42,93.78,Ext,10,0.822,0.792,22
57310,176748.18,2.95,97.5312,Ext,16,1.173,0.528,22
57310,176749.37,4.13,93.78,Ext,24,0.822,0.48,22
57310,176752.28,7.05,90.0288,Ext,19,0.587,0.6,22
57310,176761.89,16.63,93.78,Ext,11,1.291,0.84,22
57310,176762.12,16.9,93.78,Ext,16,0.939,1.848,22
57310,176762.39,17.16,90.0288,Ext,10,1.173,0.96,22
57310,176774.46,29.24,86.2776,Ext,10,0.782,0.96,22
57320,176806.5,21.41,90.0288,Ext,17,0.587,0.432,22
57340,176868.02,3.21,86.2776,Ext,18,0.685,0.504,22
57340,176881.66,16.85,165.0528,Ext,21,0.88,0.528,22
57340,176889.22,24.4,93.78,Ext,10,0.489,0.888,22
57340,176900.15,35.32,97.5312,Ext,15,0.587,0.984,22
57340,176900.35,35.64,97.5312,Ext,24,3.128,2.592,22
57340,176902,37.18,90.0288,Ext,24,0.685,0.744,22
57350,176915.92,11.3,82.5264,Ext,16,0.939,0.648,22
57370,177021.27,37.08,97.5312,Ext,14,0.822,0.528,22
57380,177024.55,0.54,97.5312,Ext,13,0.587,0.624,22
57380,177024.92,0.91,105.0336,Ext,10,0.939,0.816,22
57380,177026.4,2.39,93.78,Ext,10,0.822,0.624,22
57380,177026.97,2.94,101.2824,Ext,15,1.408,2.904,22
57380,177027.35,3.35,97.5312,Ext,23,1.408,3.408,22
57380,177027.62,3.61,101.2824,Ext,15,0.939,2.424,22
57380,177027.98,3.9,101.2824,Ext,19,2.229,0.648,22
57380,177039.9,15.93,105.0336,Ext,13,2.053,1.248,22
57380,177041.62,17.62,101.2824,Ext,10,1.271,2.424,22
57380,177051.15,27.14,97.5312,Ext,26,0.978,0.72,22
57390,177078.29,14.52,86.2776,Ext,12,0.782,0.816,22
57390,177081.46,17.69,90.0288,Ext,12,0.782,0.792,22
57400,177108.97,5.4,97.5312,Ext,15,0.822,1.008,22
57400,177112.88,9.31,93.78,Ext,16,0.782,0.576,22
57400,177115.01,11.44,3.7512,Ext,10,0.685,0.384,22
57400,177121.25,17.68,86.2776,Ext,10,0.587,0.792,22
57400,177121.4,17.83,82.5264,Ext,20,0.782,0.432,22
57400,177136.96,33.4,90.0288,Ext,12,0.88,1.416,22
57450,177342.84,43.47,161.3016,Ext,10,1.467,1.584,22
57470,177430.18,43.54,168.804,Ext,17,2.346,1.824,22
57560,177723.47,22.9,75.024,Ext,10,1.076,1.128,22
57560,177735.44,34.88,86.2776,Ext,13,0.587,1.2,22
57570,177743.59,5.98,11.2536,Ext,10,1.056,1.848,22
57570,177745.75,8.13,86.2776,Ext,24,0.587,1.056,22
57570,177774.56,36.95,97.5312,Ext,15,0.704,0.72,22
57580,177785.37,8.91,93.78,Ext,14,0.47,0.864,22
57580,177791.51,15.04,97.5312,Ext,21,0.939,0.504,22
57580,177792.19,15.76,90.0288,Ext,22,1.291,0.864,22
57580,177805.55,29.1,97.5312,Ext,16,1.173,3.144,22
57580,177806.68,30.22,90.0288,Ext,10,0.939,0.936,22
57580,177814.64,38.18,97.5312,Ext,10,0.704,0.816,22
57590,177838.82,22.67,108.7848,Ext,20,0.587,0.624,22
57590,177846.74,30.58,56.268,Ext,10,0.587,0.864,22
57590,177849.64,33.48,90.0288,Ext,12,0.88,0.888,22
57590,177853.66,37.47,86.2776,Ext,10,1.408,1.704,22
57590,177853.84,37.67,86.2776,Ext,11,1.408,2.184,22
57600,177862.78,6.86,86.2776,Ext,18,1.056,3.36,22
57600,177862.94,7.02,86.2776,Ext,10,0.822,1.44,22
57600,177877.25,21.33,90.0288,Ext,10,0.782,1.296,22
57620,177952.35,17.07,93.78,Ext,16,0.587,0.552,22
57620,177964.96,29.7,82.5264,Ext,14,0.822,0.816,22
57620,177965.37,30.11,86.2776,Ext,10,0.822,0.792,22
57630,178008.92,34.04,86.2776,Ext,21,0.822,1.056,22
57640,178040.76,26.25,90.0288,Ext,23,0.685,0.624,22
57650,178054.49,1.52,97.5312,Ext,17,0.822,0.528,22
57650,178054.62,1.65,97.5312,Ext,20,0.939,2.184,22
57650,178060.67,7.67,86.2776,Ext,15,1.467,1.464,22
57650,178061.11,8.14,90.0288,Ext,23,0.782,0.912,22
57650,178062.11,9.14,93.78,Ext,18,0.782,0.456,22
57650,178062.91,9.96,93.78,Ext,17,3.031,4.08,22
57650,178069.9,17.02,90.0288,Ext,18,3.226,1.656,22
57650,178070.27,17.3,93.78,Ext,10,0.88,0.864,22
57650,178071.24,18.26,93.78,Ext,10,1.076,0.984,22
57650,178071.52,18.54,90.0288,Ext,22,0.587,0.744,22
57650,178071.7,18.75,90.0288,Ext,10,1.271,0.936,22
57650,178086.08,33.13,90.0288,Ext,18,0.88,1.008,22
57660,178099.26,6.66,26.2584,Ext,10,1.76,1.464,22
57660,178121.71,29.15,90.0288,Ext,40,0.685,0.696,22
57660,178123.5,30.95,90.0288,Ext,10,1.467,2.184,22
57660,178124.13,31.56,15.0048,Ext,21,0.587,0.648,22
57660,178127.94,35.38,86.2776,Ext,12,0.782,0.768,22
57670,178140.12,7.93,123.7896,Ext,15,0.587,0.24,22
57670,178148.56,16.4,78.7752,Ext,14,0.587,0.36,22
57670,178153.66,21.5,90.0288,Ext,31,0.685,0.744,22
57670,178153.9,21.74,93.78,Ext,16,0.782,0.48,22
57670,178162.79,30.64,82.5264,Ext,15,0.685,0.504,22
57670,178171,38.84,93.78,Ext,22,0.782,0.84,22
57730,178370.97,1.95,93.78,Ext,15,0.88,1.464,22
57740,178413.3,4.63,97.5312,Ext,15,1.173,0.552,22
57740,178442.97,34.28,93.78,Ext,16,0.782,0.72,22
57740,178444.47,35.78,101.2824,Ext,15,0.685,0.864,22
57750,178483.13,36.84,90.0288,Ext,10,0.978,0.624,22
57770,178546.48,20.69,90.0288,Ext,10,0.489,0.816,22
57770,178554.29,28.5,86.2776,Ext,14,0.587,0.768,22
57780,178571.35,5.83,97.5312,Ext,10,0.88,1.296,22
57780,178572.33,6.81,90.0288,Ext,10,0.587,0.72,22
57790,178624.23,19.06,26.2584,Ext,10,0.685,0.648,22
57790,178625.34,20.16,101.2824,Ext,23,0.782,1.008,22
57790,178628.75,23.57,26.2584,Ext,10,0.587,0.816,22
57820,178734.36,10.35,135.0432,Ext,23,0.489,0.288,22
57850,178844.24,1.37,112.536,Ext,10,0.587,0.72,22
57850,178846.53,3.67,93.78,Ext,16,1.076,0.456,22
57850,178866.75,23.87,82.5264,Int,13,0.587,0.432,22
57860,178908.52,26.03,86.2776,Ext,20,0.685,0.504,22
57860,178914.92,32.44,93.78,Ext,10,0.782,0.696,22
57860,178919.76,37.28,90.0288,Ext,10,0.782,0.768,22
57880,178978.64,16.77,93.78,Ext,10,0.685,0.624,22
57880,178980.81,18.96,90.0288,Ext,16,0.587,1.224,22
57890,179037.29,35.75,93.78,Ext,21,0.685,0.624,22
57950,179245.38,7.13,86.2776,Ext,17,1.564,1.464,22
57950,179245.9,7.69,90.0288,Ext,10,0.88,0.864,22
57950,179246.19,7.93,90.0288,Ext,10,1.173,0.864,22
57970,179319.52,2.14,101.2824,Ext,10,0.782,0.696,22
57970,179321.09,3.71,90.0288,Ext,26,0.587,0.504,22
57970,179321.32,3.94,82.5264,Ext,10,0.489,0.816,22
57970,179321.48,4.11,90.0288,Ext,21,0.685,0.744,22
57970,179321.61,4.24,93.78,Ext,19,0.782,0.696,22
57970,179321.6,4.24,101.2824,Ext,15,0.685,0.648,22
57970,179321.89,4.53,93.78,Ext,10,1.076,0.576,22
57970,179322.38,5,93.78,Ext,10,0.685,0.936,22
57970,179322.51,5.13,97.5312,Ext,24,0.88,1.944,22
57970,179323.68,6.3,86.2776,Ext,12,0.978,5.544,22
57970,179324.03,6.66,101.2824,Ext,10,1.467,8.184,22
57970,179324.37,6.99,67.5216,Ext,10,0.978,1.944,22
57970,179324.39,7.02,86.2776,Ext,10,1.076,6.432,22
57970,179324.67,7.31,78.7752,Ext,10,1.662,10.104,22
57970,179325.05,7.67,93.78,Ext,19,0.685,0.816,22
57970,179325.05,7.67,75.024,Ext,10,1.076,3.144,22
57970,179325.44,7.99,93.78,Ext,10,4.008,5.784,22
57970,179326.08,8.72,90.0288,Ext,17,0.978,1.272,22
57970,179326.35,8.99,97.5312,Ext,15,0.978,1.008,22
57970,179326.88,9.51,67.5216,Ext,10,0.88,1.176,22
57970,179326.91,9.53,93.78,Ext,10,1.467,2.784,22
57970,179327.26,9.89,90.0288,Ext,20,1.467,14.735,22
57970,179327.3,9.93,120.0384,Ext,10,0.978,5.592,22
57970,179327.63,10.27,71.2728,Ext,10,1.173,1.968,22
57970,179328.01,10.65,105.0336,Ext,20,1.76,22.583,22
57970,179328.36,11,75.024,Ext,13,1.271,3.144,22
57970,179328.4,11.03,101.2824,Ext,10,0.88,3.048,22
57970,179328.77,11.4,90.0288,Ext,11,1.369,18.023,22
57970,179329.04,11.68,78.7752,Ext,13,1.467,16.103,22
57970,179329.81,12.43,82.5264,Ext,10,1.173,4.488,22
57970,179330.07,12.7,108.7848,Ext,10,0.978,2.352,22
57970,179330.09,12.71,90.0288,Ext,10,1.076,13.464,22
57970,179330.49,13.12,86.2776,Ext,10,1.564,21.863,22
57970,179330.79,13.44,112.536,Ext,11,1.467,20.615,22
57970,179331.28,13.85,93.78,Ext,22,2.346,22.055,22
57970,179331.91,14.57,101.2824,Ext,21,1.76,7.44,22
57970,179332.02,14.65,78.7752,Ext,11,0.978,7.464,22
57970,179332.39,15.03,71.2728,Ext,10,1.564,3.168,22
57970,179334.24,16.89,123.7896,Ext,10,1.564,23.543,22
57970,179335.02,17.64,101.2824,Ext,10,0.978,9.384,22
57970,179335.05,17.68,71.2728,Ext,11,1.173,4.176,22
57970,179335.42,18,82.5264,Ext,10,2.249,8.184,22
57970,179335.83,18.45,101.2824,Ext,24,0.782,0.552,22
57970,179337.5,20.15,97.5312,Ext,16,1.369,1.344,22
57970,179347.44,30.06,93.78,Ext,14,1.076,0.672,22
57970,179352.01,34.63,97.5312,Ext,15,0.782,2.184,22
57970,179356.7,39.33,90.0288,Ext,17,0.489,0.792,22
57970,179356.93,39.53,90.0288,Ext,18,0.587,1.032,22
57980,179358.57,1.41,86.2776,Ext,10,0.685,0.864,22
57980,179358.77,1.6,101.2824,Ext,20,0.685,0.576,22
57980,179395.25,38.07,172.5552,Ext,15,1.173,1.44,22
57990,179419.98,23.13,101.2824,Ext,16,0.587,0.912,22
57990,179424.43,27.6,90.0288,Ext,10,0.587,0.672,22
57990,179435.81,38.99,97.5312,Ext,27,2.151,6.024,22
57990,179436.04,39.2,93.78,Ext,10,0.587,0.6,22
58000,179446.18,9.75,93.78,Ext,20,3.519,10.584,22
58000,179447.05,10.57,86.2776,Ext,10,0.782,0.84,22
58000,179456.81,20.32,101.2824,Ext,15,0.782,0.792,22
58000,179464.93,28.43,82.5264,Ext,24,0.782,0.744,22
58000,179471.99,35.5,108.7848,Ext,10,0.685,0.696,22
58010,179477.8,1.58,97.5312,Ext,15,1.369,0.912,22
58010,179511.69,35.44,71.2728,Ext,16,0.587,0.408,22
58010,179512.62,36.39,52.5168,Ext,10,0.782,0.432,22
58020,179516.9,0.99,97.5312,Ext,10,0.782,1.032,22
58020,179517.19,1.3,93.78,Ext,24,0.489,1.536,22
58020,179521.52,5.61,97.5312,Ext,10,0.685,0.84,22
58020,179527.4,11.49,112.536,Ext,13,1.076,0.864,22
58030,179561.02,5.43,93.78,Ext,10,0.782,0.84,22
58030,179562.54,6.93,97.5312,Ext,21,1.076,1.776,22
58030,179562.64,7.03,90.0288,Ext,16,0.489,0.624,22
58030,179562.86,7.27,120.0384,Ext,22,0.685,0.648,22
58030,179563.59,8,93.78,Ext,10,0.782,0.936,22
58040,179597.39,1.99,97.5312,Ext,12,0.782,0.72,22
58040,179602.66,7.26,97.5312,Ext,22,0.978,1.944,22
58040,179603.93,8.52,108.7848,Ext,15,0.685,0.672,22
58040,179604.17,8.76,97.5312,Ext,19,0.587,0.432,22
58040,179606.88,11.51,97.5312,Ext,12,1.955,2.424,22
58040,179607.68,12.27,108.7848,Ext,26,0.685,0.552,22
58050,179668.73,33.67,78.7752,Ext,16,1.858,2.664,22
58060,179692.94,18.17,82.5264,Ext,50,1.564,10.56,22
58060,179711.08,36.31,78.7752,Ext,19,0.685,0.624,22
58060,179714.35,39.58,82.5264,Ext,10,0.782,0.984,22
58060,179714.34,39.58,67.5216,Ext,10,1.76,4.824,22
58060,179714.4,39.61,97.5312,Ext,17,1.076,3.384,22
58070,179714.73,0.17,105.0336,Ext,25,2.737,32.542,22
58070,179715.69,1.2,78.7752,Ext,18,0.587,0.984,22
58070,179716.35,1.86,101.2824,Ext,17,0.88,0.768,22
58070,179718.22,3.73,93.78,Ext,37,0.685,0.984,22
58080,179770.88,16.69,131.292,Ext,20,0.685,0.408,22
58090,179797.43,3.57,112.536,Ext,10,1.564,4.584,22
58090,179798.07,4.2,97.5312,Ext,16,1.076,1.944,22
58090,179798.15,4.27,105.0336,Ext,10,0.978,0.984,22
58090,179803.39,9.53,97.5312,Ext,17,0.685,0.48,22
58090,179808.21,14.35,101.2824,Ext,10,0.489,1.008,22
58090,179810.26,16.34,97.5312,Ext,16,2.64,4.824,22
58090,179810.84,16.98,90.0288,Ext,10,0.782,1.128,22
58090,179812.61,18.74,90.0288,Ext,35,0.685,0.72,22
58090,179812.65,18.77,86.2776,Ext,28,0.88,0.504,22
58090,179819.03,25.16,108.7848,Ext,14,0.587,0.648,22
58090,179820.59,26.66,86.2776,Ext,10,2.64,4.392,22
58090,179820.89,27.02,86.2776,Ext,52,0.587,0.624,22
58090,179827.68,33.79,131.292,Ext,10,1.467,0.84,22
58100,179834.44,0.87,93.78,Ext,17,1.076,0.96,22
58100,179834.63,1.08,93.78,Ext,25,2.835,6.288,22
58100,179853.5,19.92,90.0288,Ext,17,0.587,0.96,22
58100,179854.36,20.8,78.7752,Ext,10,0.88,1.944,22
58100,179858.95,25.37,78.7752,Ext,16,0.782,1.152,22
58100,179862.06,28.49,82.5264,Ext,22,0.587,1.056,22
58100,179862.34,28.76,82.5264,Ext,10,0.685,0.672,22
58100,179865.44,31.86,82.5264,Ext,15,0.587,0.504,22
58100,179867.43,33.86,93.78,Ext,10,0.782,0.6,22
58100,179869.35,35.78,78.7752,Ext,15,0.782,0.912,22
58100,179870.04,36.45,86.2776,Ext,25,0.685,0.552,22
58100,179870.43,36.86,86.2776,Ext,20,0.587,0.744,22
58100,179872.09,38.51,48.7656,Ext,23,0.782,0.528,22
58100,179872.16,38.58,82.5264,Ext,24,0.587,1.2,22
58100,179872.71,39.14,86.2776,Ext,10,0.88,0.72,22
58110,179890.19,16.88,97.5312,Ext,10,1.369,2.424,22
58110,179890.69,17.38,82.5264,Ext,27,0.587,0.792,22
58110,179891.19,17.89,63.7704,Ext,10,1.271,2.16,22
58110,179893.04,19.76,105.0336,Ext,10,1.173,7.944,22
58110,179895.63,22.31,93.78,Ext,20,0.978,1.272,22
58110,179898.48,25.15,67.5216,Ext,12,0.88,0.504,22
58110,179900.56,27.24,75.024,Ext,17,0.685,0.744,22
58110,179904.43,31.13,33.7608,Ext,16,0.782,0.888,22
58110,179906.59,33.3,63.7704,Ext,10,1.173,0.72,22
58120,179935.44,22.94,63.7704,Ext,20,0.685,0.96,22
58120,179939.25,26.75,82.5264,Ext,13,0.88,1.08,22
58130,179942.19,0.07,86.2776,Ext,19,0.587,0.984,22
58130,179969.51,27.38,93.78,Ext,16,0.587,0.72,22
58130,179971.6,29.47,93.78,Ext,26,0.587,0.696,22
58140,179985.2,3.36,93.78,Ext,13,1.564,1.944,22
58140,179988.47,6.58,78.7752,Ext,27,0.782,1.176,22
58140,179993.79,11.93,90.0288,Ext,29,0.685,0.696,22
58140,179994,12.12,90.0288,Ext,10,0.685,0.648,22
58140,179995.56,13.68,93.78,Ext,18,0.88,0.888,22
58140,180002.31,20.45,93.78,Ext,15,0.782,0.624,22
58140,180002.46,20.6,101.2824,Ext,10,0.782,0.84,22
58140,180002.78,20.91,97.5312,Ext,17,1.173,2.904,22
58140,180003.65,21.78,86.2776,Ext,11,0.685,0.72,22
58140,180004.13,22.25,97.5312,Ext,10,0.685,2.184,22
58140,180005.17,23.3,97.5312,Ext,11,1.271,3.144,22
58140,180008.64,26.75,97.5312,Ext,17,1.369,1.08,22
