joint_no,wheel,dist_US_weld,degrees,INT_EXT,depth,length,width,Dia
63330,200021.09,0.79,97.5312,Ext,21,1.955,2.688,22
63330,200022.35,1.91,75.024,Ext,17,5.083,7.944,22
63330,200024.28,4.05,101.2824,Ext,10,1.662,0.72,22
63330,200026.73,6.48,112.536,Ext,10,0.685,1.416,22
63330,200057.45,37.19,108.7848,Ext,10,0.587,1.464,22
63330,200058.75,38.5,93.78,Ext,11,0.978,1.08,22
63340,200060.58,0.63,101.2824,Ext,11,1.369,2.424,22
63340,200061.15,1.2,93.78,Ext,10,1.076,1.32,22
63340,200061.49,1.52,112.536,Ext,10,1.271,1.344,22
63340,200061.63,1.69,97.5312,Ext,13,1.173,1.704,22
63360,200140.56,1.27,86.2776,Ext,12,1.955,1.368,22
63360,200153,13.7,105.0336,Ext,10,1.173,1.224,22
63360,200172.88,33.59,176.3064,Ext,11,1.076,0.624,22
63370,200198.28,19.33,7.5024,Ext,17,1.173,0.456,22
63380,200220.54,1.82,75.024,Int,11,1.858,3.864,22
63450,200494.16,0.51,120.0384,Ext,10,0.782,0.96,22
63450,200494.19,0.55,71.2728,Ext,10,0.782,0.744,22
63470,200600.38,27.4,7.5024,Int,19,0.978,1.704,22
63560,200946.36,16.17,112.536,Ext,10,1.076,0.768,22
63610,201163.2,43.09,63.7704,Ext,15,0.88,0.984,22
63610,201163.49,43.38,157.5504,Ext,10,1.173,3.024,22
63670,201346.8,25.19,146.2968,Ext,13,0.88,1.224,22
63680,201390.55,43.5,116.2872,Ext,13,1.662,1.944,22
63750,201645.65,23.04,108.7848,Ext,12,0.47,0.72,22
63760,201652.2,5.86,82.5264,Ext,14,0.88,0.456,22
63770,201705.17,19.11,168.804,Ext,15,0.685,0.912,22
63770,201716.8,30.76,93.78,Ext,10,0.587,0.624,22
63770,201717.66,31.6,93.78,Ext,10,0.782,0.696,22
63770,201724.66,38.62,116.2872,Ext,11,1.173,0.456,22
63770,201725.58,39.53,97.5312,Ext,15,0.978,1.224,22
63780,201733.21,7.41,112.536,Ext,15,0.685,0.84,22
63780,201734.27,8.49,120.0384,Ext,10,0.782,0.84,22
63780,201735.47,9.69,105.0336,Ext,16,1.076,0.888,22
63780,201765.28,39.51,97.5312,Ext,18,0.704,0.6,22
63790,201765.7,0.2,86.2776,Ext,13,0.704,0.768,22
63810,201857.98,12.92,168.804,Ext,10,1.076,0.96,22
63970,202485.48,4.1,86.2776,Ext,10,1.858,8.184,22
63980,202550.99,29.82,165.0528,Ext,17,0.685,0.552,22
64020,202706.55,26.32,41.2632,Ext,10,1.662,1.104,22
64030,202729.4,9.44,86.2776,Ext,10,0.587,0.6,22
64030,202729.93,9.99,82.5264,Ext,10,0.587,0.816,22
64030,202730.42,10.48,82.5264,Ext,18,0.685,0.816,22
64070,202914.54,35.87,18.756,Ext,10,0.685,0.72,22
64090,202979.17,20.89,165.0528,Ext,10,0.587,0.744,22
64100,203027.59,29.48,22.5072,Ext,14,0.489,0.408,22
64110,203047.88,9.99,105.0336,Ext,17,0.685,0.528,22
64110,203073.02,35.12,108.7848,Ext,24,0.685,0.792,22
64110,203076.4,38.5,101.2824,Ext,27,0.685,0.672,22
64130,203138.68,23.53,101.2824,Ext,15,0.489,0.552,22
64130,203154.11,38.97,11.2536,Ext,10,0.587,1.08,22
64140,203160.79,5.87,90.0288,Ext,16,0.978,0.984,22
64140,203162.15,7.23,101.2824,Ext,15,0.782,2.184,22
64140,203162.5,7.58,82.5264,Ext,10,1.369,0.6,22
64140,203162.54,7.62,93.78,Ext,27,0.685,0.624,22
64140,203165.25,10.32,172.5552,Ext,17,0.685,0.84,22
64140,203165.84,10.92,90.0288,Ext,15,0.782,0.576,22
64140,203169.22,14.28,172.5552,Ext,14,0.685,0.912,22
64140,203169.38,14.46,176.3064,Ext,15,0.685,0.96,22
64140,203170.89,15.97,90.0288,Ext,10,0.685,0.528,22
64140,203176.11,21.17,86.2776,Ext,12,0.489,0.624,22
64140,203176.39,21.46,86.2776,Ext,19,0.587,1.032,22
64140,203176.49,21.56,90.0288,Ext,10,0.489,0.48,22
64140,203178.05,23.13,86.2776,Ext,16,0.685,0.792,22
64140,203178.69,23.76,90.0288,Ext,16,0.685,0.456,22
64140,203185.8,30.86,90.0288,Ext,15,0.489,0.72,22
64140,203188.22,33.29,90.0288,Ext,21,1.076,2.184,22
64140,203189.22,34.29,93.78,Ext,11,0.685,0.84,22
64140,203189.47,34.55,90.0288,Ext,20,0.587,0.528,22
64150,203197.34,2.54,7.5024,Ext,15,2.151,2.424,22
64150,203213.11,18.34,86.2776,Ext,17,0.782,1.056,22
64160,203240.09,5.57,11.2536,Ext,10,0.88,0.792,22
64160,203240.76,6.23,26.2584,Ext,10,0.782,0.912,22
64160,203245.54,11.03,97.5312,Ext,10,0.685,0.816,22
64160,203253.57,19.05,86.2776,Ext,26,0.587,0.696,22
64160,203257.13,22.63,3.7512,Ext,14,0.685,0.48,22
64160,203258.64,24.13,93.78,Ext,10,0.978,1.248,22
64160,203262.1,27.58,93.78,Ext,16,0.685,0.888,22
64160,203262.12,27.59,105.0336,Ext,10,1.564,2.184,22
64160,203262.71,28.2,101.2824,Ext,10,0.587,0.624,22
64170,203282.57,8.28,120.0384,Ext,14,0.88,1.296,22
64170,203306.04,31.75,93.78,Ext,10,1.467,0.888,22
64170,203306.14,31.85,82.5264,Ext,17,0.489,0.936,22
64220,203457.23,16.82,93.78,Ext,20,0.704,0.456,22
64220,203459.54,19.13,112.536,Ext,13,1.056,0.48,22
64240,203514,1.04,75.024,Ext,13,0.939,1.224,22
64270,203641.3,9.08,93.78,Ext,25,0.685,0.744,22
64270,203671.83,39.61,90.0288,Ext,19,0.978,0.984,22
64280,203672.09,0.22,75.024,Ext,20,1.291,3.168,22
64280,203672.59,0.64,86.2776,Ext,17,2.346,2.376,22
64280,203672.72,0.83,86.2776,Ext,10,0.587,0.768,22
64280,203673.15,1.26,93.78,Ext,10,0.822,0.696,22
64280,203673.62,1.73,90.0288,Ext,12,0.587,0.912,22
64280,203673.6,1.77,112.536,Ext,24,2.581,2.904,22
64280,203674.5,2.61,97.5312,Ext,18,0.704,0.528,22
64280,203675.78,3.9,97.5312,Ext,10,1.056,0.936,22
64280,203675.99,4.09,93.78,Ext,10,1.056,0.96,22
64280,203676.34,4.46,108.7848,Ext,15,1.408,1.704,22
64300,203759.54,7.99,93.78,Ext,10,0.685,0.768,22
64300,203765.43,13.89,101.2824,Ext,14,0.587,0.672,22
64330,203871.87,1.17,86.2776,Int,10,2.346,3.864,22
64340,203949.07,38.66,7.5024,Int,15,1.173,1.704,22
64390,204099.75,5.9,153.7992,Ext,10,0.782,0.624,22
64520,204643.2,31.99,105.0336,Ext,10,1.173,0.6,22
64800,205750.86,29.21,93.78,Ext,13,0.489,0.696,22
64800,205751.38,29.73,90.0288,Ext,16,0.685,0.456,22
64820,205811.23,10.02,15.0048,Ext,18,0.587,0.504,22
64880,206058.13,18.13,90.0288,Ext,12,0.782,1.224,22
64970,206364.81,4.11,75.024,Ext,19,0.782,0.384,22
65070,206749.79,7.18,112.536,Ext,18,2.346,2.568,22
65070,206750.05,7.49,108.7848,Ext,10,0.685,0.744,22
65070,206766.44,23.88,101.2824,Ext,10,0.782,0.576,22
65070,206767.09,24.53,82.5264,Ext,15,0.685,1.008,22
65070,206768.11,25.55,97.5312,Ext,17,0.685,0.672,22
65070,206779.62,37.02,30.0096,Int,10,1.467,1.08,22
65080,206784.42,2.15,93.78,Ext,14,0.685,1.08,22
65080,206788.69,6.44,101.2824,Ext,27,0.685,0.48,22
65100,206868.36,6.44,86.2776,Ext,10,0.782,0.888,22
65100,206869.37,7.45,86.2776,Ext,17,0.685,0.84,22
65100,206874.1,12.19,82.5264,Ext,16,0.587,0.84,22
65130,207006.76,25.64,105.0336,Ext,10,0.685,0.888,22
65140,207022.81,1.97,90.0288,Ext,20,0.587,0.6,22
65140,207024.11,3.28,93.78,Ext,10,0.88,0.576,22
65140,207024.92,4.03,93.78,Ext,14,1.271,1.224,22
65140,207032.93,12.09,67.5216,Ext,20,0.782,0.648,22
65150,207075.27,14.54,93.78,Ext,16,0.782,0.504,22
65150,207089.78,29.06,82.5264,Ext,15,0.685,0.552,22
65160,207109.68,9.12,105.0336,Ext,18,0.489,0.552,22
65160,207139.26,38.7,105.0336,Ext,18,0.685,0.48,22
65170,207142.16,1.91,105.0336,Ext,16,0.685,0.48,22
65180,207186.25,6.09,105.0336,Ext,14,0.782,0.984,22
65180,207186.58,6.43,105.0336,Ext,14,0.587,1.128,22
65180,207191.65,11.51,82.5264,Ext,15,0.782,0.864,22
65190,207237.65,17.74,97.5312,Ext,10,1.271,1.464,22
65190,207237.77,17.9,105.0336,Ext,16,0.685,0.528,22
65190,207237.92,18.07,101.2824,Ext,10,1.076,2.184,22
65190,207238.44,18.59,108.7848,Ext,10,1.271,1.704,22
65190,207239.54,19.77,90.0288,Ext,21,3.715,5.784,22
65190,207240.23,20.35,93.78,Ext,16,1.271,4.104,22
65190,207241.8,21.94,97.5312,Ext,10,0.978,0.648,22
65190,207243.67,23.83,90.0288,Ext,20,1.76,2.424,22
65240,207421.69,2.66,82.5264,Ext,15,0.88,1.032,22
65240,207451.46,32.42,108.7848,Ext,10,0.685,0.6,22
65240,207451.89,32.86,90.0288,Ext,10,0.685,0.648,22
65260,207536.52,37.88,90.0288,Ext,10,0.782,2.04,22
65330,207791.49,14.37,90.0288,Ext,11,0.587,0.48,22
65340,207818.21,1.34,116.2872,Int,17,2.053,0.984,22
65340,207829.97,13.05,112.536,Int,10,0.978,0.648,22
65400,208069.3,13.6,123.7896,Ext,10,0.391,0.6,22
65420,208152.38,17.22,112.536,Ext,13,0.978,1.632,22
65450,208269.25,14.52,60.0192,Ext,15,0.782,0.768,22
65460,208328.03,33.48,168.804,Int,20,0.685,0.696,22
65620,208941.23,12.27,153.7992,Ext,19,0.587,0.624,22
65630,208994.82,26.11,108.7848,Ext,10,1.955,2.424,22
65630,208996.26,27.53,26.2584,Ext,14,0.685,0.816,22
65640,209013.01,4.42,78.7752,Int,10,1.955,3.384,22
65690,209229.98,22.64,101.2824,Ext,18,0.88,0.864,22
65690,209241.12,33.76,82.5264,Ext,15,1.076,0.864,22
65690,209241.68,34.32,90.0288,Ext,12,0.685,0.696,22
65700,209248.94,1.9,82.5264,Ext,12,0.782,0.912,22
65700,209252.93,5.87,86.2776,Ext,17,0.978,0.696,22
65700,209257.62,10.57,75.024,Ext,15,0.978,3.384,22
65700,209264.54,17.51,75.024,Ext,18,1.076,0.528,22
65700,209267.62,20.58,71.2728,Ext,10,0.978,1.104,22
65710,209300.72,13.91,97.5312,Ext,10,0.782,0.744,22
65720,209347.28,20.63,56.268,Ext,17,0.88,1.176,22
65720,209351.22,24.56,3.7512,Ext,18,0.685,0.504,22
65730,209369.7,3.1,82.5264,Ext,18,1.076,0.72,22
65730,209373.8,7.19,93.78,Ext,15,0.782,1.008,22
65730,209388.65,22.04,90.0288,Ext,16,0.685,1.08,22
65770,209529.82,23.35,75.024,Ext,26,1.076,2.928,22
65770,209535.99,29.53,97.5312,Ext,18,0.978,0.864,22
65770,209546.07,39.59,93.78,Ext,10,0.685,0.984,22
65800,209623.58,24.01,86.2776,Ext,10,0.782,1.224,22
65920,210111.58,34.55,86.2776,Ext,10,0.822,1.008,22
65940,210194.26,37.54,105.0336,Ext,10,0.685,0.768,22
65950,210204.06,7.53,11.2536,Int,18,0.685,0.72,22
65960,210237.77,1.55,78.7752,Int,10,2.346,4.584,22
66070,210671.82,37.93,93.78,Ext,10,0.88,1.128,22
66070,210672.11,38.22,97.5312,Ext,11,0.489,0.912,22
66080,210674.19,0.55,90.0288,Ext,10,1.564,1.92,22
66080,210674.76,1.12,97.5312,Ext,10,0.782,0.936,22
66080,210675.15,1.51,90.0288,Ext,13,1.369,0.984,22
66080,210675.36,1.69,90.0288,Ext,10,1.173,1.344,22
66080,210675.45,1.8,97.5312,Ext,10,1.076,0.984,22
66080,210675.69,2.05,97.5312,Ext,22,2.249,4.56,22
66080,210676.16,2.52,105.0336,Ext,20,0.782,0.48,22
66080,210676.17,2.53,86.2776,Ext,12,0.587,0.72,22
66080,210676.39,2.76,90.0288,Ext,12,0.88,0.768,22
66080,210676.6,2.96,86.2776,Ext,22,0.782,0.72,22
66080,210676.84,3.2,90.0288,Ext,10,1.076,1.8,22
66080,210676.97,3.33,78.7752,Ext,15,1.076,0.576,22
66080,210677.08,3.45,86.2776,Ext,28,1.369,0.936,22
66080,210677.18,3.54,105.0336,Ext,17,0.587,0.528,22
66100,210690.51,3.13,101.2824,Ext,10,0.978,0.648,22
66110,210751.04,37.66,93.78,Ext,10,1.076,0.624,22
66240,211212.45,36.64,93.78,Ext,13,0.685,0.792,22
66250,211218.94,3.39,82.5264,Ext,12,0.489,0.984,22
66380,211718.8,10.59,165.0528,Int,12,0.88,0.744,22
66440,211829.76,5.86,30.0096,Ext,21,0.685,0.6,22
66440,211837.09,13.2,157.5504,Ext,17,0.685,0.504,22
66560,212144.48,14.68,153.7992,Ext,15,0.939,1.309,24
66710,212707.68,23.95,26.2584,Int,23,1.076,0.943,24
66770,212887.02,7.13,138.7944,Ext,18,0.88,0.917,24
67300,214854.12,17.84,90.0288,Ext,10,0.88,1.231,24
67300,214861.99,25.69,93.78,Ext,12,0.685,1.309,24
67350,215051.21,15.43,90.0288,Ext,10,0.782,1.231,24
67350,215058.92,23.15,101.2824,Ext,15,0.685,0.995,24
67390,215196.28,1.05,93.78,Int,13,1.271,2.121,24
67450,215458.55,24.04,82.5264,Ext,12,0.782,1.362,24
67450,215459.27,24.75,82.5264,Ext,13,0.782,0.917,24
67450,215460,25.48,105.0336,Ext,10,1.271,1.362,24
67460,215480.61,6.25,82.5264,Ext,15,1.173,1.571,24
67460,215485.2,10.83,82.5264,Ext,10,0.978,1.388,24
67460,215495.69,21.32,86.2776,Ext,10,1.467,0.76,24
67460,215496.33,21.97,86.2776,Ext,16,0.88,0.524,24
67460,215496.39,22.02,82.5264,Ext,20,0.489,0.734,24
67460,215496.42,22.07,101.2824,Ext,10,0.782,1.022,24
67460,215496.91,22.52,123.7896,Ext,11,0.489,1.493,24
67460,215497,22.64,112.536,Ext,14,1.271,3.692,24
67460,215498.09,23.73,123.7896,Ext,13,0.978,1.257,24
67460,215498.66,24.3,101.2824,Ext,10,0.88,1.283,24
67460,215501.16,26.8,82.5264,Ext,15,1.369,1.388,24
67460,215502.71,28.34,108.7848,Ext,10,0.978,1.362,24
67460,215503.12,28.75,97.5312,Ext,10,0.782,0.734,24
67460,215503.85,29.48,101.2824,Ext,10,1.662,2.357,24
67460,215507.09,32.72,112.536,Ext,10,0.978,0.76,24
67460,215507.6,33.22,105.0336,Ext,10,0.978,1.362,24
67460,215507.66,33.28,97.5312,Ext,15,1.173,1.859,24
67460,215508.82,34.46,82.5264,Ext,11,0.587,0.707,24
67460,215511.95,37.58,116.2872,Ext,15,1.369,0.681,24
67470,215521.44,7.17,101.2824,Ext,10,1.955,4.137,24
67470,215529.9,15.59,101.2824,Ext,11,0.782,0.681,24
67470,215530.05,15.75,105.0336,Ext,10,0.88,0.812,24
67470,215541.89,27.57,97.5312,Ext,11,0.782,0.969,24
67470,215542.11,27.83,108.7848,Ext,10,1.467,1.755,24
67480,215562.89,8.71,90.0288,Ext,18,1.173,0.655,24
67480,215564.91,10.73,101.2824,Ext,11,1.173,3.43,24
67480,215565.42,11.26,97.5312,Ext,10,1.076,3.954,24
67480,215565.87,11.7,93.78,Ext,15,0.88,1.126,24
67490,215613.85,19.83,90.0288,Ext,19,0.587,0.812,24
67490,215616.44,22.41,82.5264,Ext,10,1.271,1.414,24
67490,215616.63,22.63,86.2776,Ext,16,1.173,0.838,24
67490,215616.9,22.88,90.0288,Ext,10,0.782,0.891,24
67490,215624.17,30.15,97.5312,Ext,18,0.782,0.943,24
67500,215646.51,12.58,82.5264,Ext,12,2.053,2.226,24
67500,215648.74,14.84,86.2776,Ext,18,0.88,0.655,24
67500,215668.84,34.98,82.5264,Ext,15,3.422,6.572,24
67510,215680.68,6.84,86.2776,Ext,10,1.858,0.472,24
67510,215685.1,11.27,86.2776,Ext,10,1.467,1.074,24
67840,216879.74,14.65,101.2824,Ext,13,0.88,1.44,24
67840,216881.42,16.33,82.5264,Ext,10,0.782,2.173,24
67840,216898.67,33.59,82.5264,Ext,10,0.978,0.969,24
67920,217205.78,21.21,105.0336,Ext,12,0.782,0.76,24
67930,217230.36,5.82,86.2776,Ext,10,1.173,1.755,24
67940,217283.88,19.38,112.536,Ext,13,1.076,1.597,24
67970,217370.86,6.05,90.0288,Ext,15,0.782,0.681,24
67970,217370.97,6.17,101.2824,Ext,18,0.685,0.812,24
67970,217373.36,8.54,108.7848,Ext,15,0.587,1.205,24
67980,217408.29,3.54,101.2824,Ext,13,1.467,1.309,24
67980,217410.18,5.43,90.0288,Ext,17,0.88,0.969,24
67980,217415.09,10.39,82.5264,Ext,25,1.858,1.388,24
67980,217416.91,12.15,75.024,Ext,18,1.564,1.283,24
67980,217417.68,12.93,82.5264,Ext,28,0.782,0.786,24
67980,217430.9,26.16,82.5264,Ext,14,0.88,0.786,24
67980,217431.48,26.73,78.7752,Ext,13,0.489,1.074,24
67980,217436.2,31.45,82.5264,Ext,10,0.782,0.76,24
67990,217483.26,38.59,75.024,Ext,11,0.782,1.074,24
68000,217485.88,1.2,86.2776,Ext,10,1.369,1.807,24
68000,217493.08,8.41,93.78,Ext,10,0.88,1.597,24
68010,217552.06,27.39,93.78,Ext,13,2.249,4.477,24
68010,217554.84,30.23,101.2824,Ext,11,0.978,0.917,24
68010,217555.49,30.86,101.2824,Ext,13,0.88,1.022,24
68010,217555.64,31.03,90.0288,Ext,13,0.88,0.891,24
68010,217555.98,31.35,108.7848,Ext,17,0.685,0.917,24
68010,217556.17,31.55,97.5312,Ext,10,0.88,1.074,24
68010,217559.1,34.46,123.7896,Ext,17,1.076,0.838,24
68010,217559.72,35.1,120.0384,Ext,23,0.685,0.786,24
68010,217560.1,35.49,120.0384,Ext,13,0.685,0.891,24
68010,217560.15,35.52,97.5312,Ext,10,1.076,1.257,24
68010,217560.17,35.55,127.5408,Ext,18,1.173,1.074,24
68010,217560.23,35.56,78.7752,Ext,17,1.76,1.545,24
68010,217560.79,36.16,120.0384,Ext,14,1.076,1.022,24
68010,217561.07,36.45,120.0384,Ext,10,0.88,1.074,24
68010,217561.12,36.49,82.5264,Ext,12,0.587,1.257,24
68010,217561.33,36.7,78.7752,Ext,13,0.782,0.995,24
68010,217561.35,36.74,97.5312,Ext,13,0.782,0.55,24
68010,217561.38,36.75,86.2776,Ext,11,0.88,1.493,24
68010,217561.51,36.83,112.536,Ext,14,4.888,4.765,24
68010,217561.53,36.92,97.5312,Ext,12,0.587,0.707,24
68010,217561.72,37.1,78.7752,Ext,10,1.173,0.786,24
68010,217561.78,37.17,86.2776,Ext,11,0.978,0.838,24
68010,217561.91,37.3,120.0384,Ext,17,0.685,1.1,24
68010,217562.13,37.51,86.2776,Ext,11,0.587,1.597,24
68010,217562.72,38.1,120.0384,Ext,10,1.173,2.121,24
68010,217563,38.36,101.2824,Ext,17,1.467,1.309,24
68010,217563.2,38.58,112.536,Ext,11,0.782,1.179,24
68010,217563.67,39.04,120.0384,Ext,17,0.685,0.969,24
68010,217563.78,39.17,75.024,Ext,11,0.978,1.126,24
68010,217563.9,39.29,120.0384,Ext,18,0.88,0.943,24
68010,217564.25,39.65,67.5216,Ext,15,0.782,0.838,24
68020,217565.07,0.5,108.7848,Ext,20,1.076,1.022,24
68020,217566.31,1.72,63.7704,Ext,13,1.076,1.022,24
68020,217566.59,2.01,63.7704,Ext,13,0.88,0.838,24
68020,217571.02,6.44,86.2776,Ext,14,0.782,1.179,24
68020,217572.67,8.08,86.2776,Ext,10,0.782,0.55,24
68030,217613.21,8.72,108.7848,Ext,12,0.587,0.891,24
68030,217615.38,10.88,101.2824,Ext,13,0.978,1.362,24
68030,217617.63,13.14,116.2872,Ext,22,0.88,1.048,24
68030,217618.27,13.79,101.2824,Ext,14,1.076,1.074,24
68030,217618.89,14.39,112.536,Ext,14,0.978,0.891,24
68030,217620.31,15.8,112.536,Ext,14,0.587,0.943,24
68030,217620.64,16.14,116.2872,Ext,14,0.685,0.969,24
68030,217622.84,18.35,112.536,Ext,10,0.88,1.257,24
68030,217624.82,20.32,97.5312,Ext,24,0.978,0.812,24
68030,217624.94,20.44,105.0336,Ext,25,0.685,0.786,24
68030,217625.7,21.21,90.0288,Ext,15,0.978,1.1,24
68030,217625.92,21.42,112.536,Ext,20,0.782,0.995,24
68030,217625.97,21.48,105.0336,Ext,10,1.076,1.152,24
68030,217626.34,21.85,108.7848,Ext,10,0.782,1.257,24
68030,217626.88,22.39,112.536,Ext,13,0.685,1.1,24
68030,217628.17,23.68,116.2872,Ext,13,0.978,0.812,24
68030,217631.2,26.71,82.5264,Ext,16,0.685,0.864,24
68050,217705.52,21.05,86.2776,Ext,10,1.271,1.807,24
68050,217705.96,21.5,78.7752,Ext,14,0.978,1.807,24
68050,217707.61,23.17,105.0336,Ext,10,1.271,2.2,24
68050,217709.38,24.89,86.2776,Ext,10,1.076,2.697,24
68050,217717.5,33.04,120.0384,Ext,13,0.685,1.022,24
68060,217731.85,7.38,120.0384,Ext,13,0.685,0.786,24
68060,217732.66,8.2,112.536,Ext,12,0.782,1.467,24
68060,217734.16,9.7,78.7752,Ext,12,0.391,0.707,24
68060,217735.1,10.65,108.7848,Ext,15,0.391,0.55,24
68060,217736.14,11.66,90.0288,Ext,12,0.88,0.943,24
68060,217736.35,11.88,90.0288,Ext,14,1.076,1.1,24
68060,217737.02,12.54,116.2872,Ext,15,0.88,0.76,24
68060,217738.67,14.21,90.0288,Ext,13,0.782,0.838,24
68060,217739.87,15.4,101.2824,Ext,10,0.978,1.126,24
68060,217740.01,15.55,112.536,Ext,17,0.978,1.205,24
68060,217740.97,16.5,93.78,Ext,20,0.88,0.995,24
68060,217743.44,18.96,93.78,Ext,20,1.173,1.597,24
68060,217746.06,21.59,97.5312,Ext,10,0.88,0.838,24
68060,217751.82,27.36,93.78,Ext,10,1.369,1.022,24
68060,217757.89,33.43,97.5312,Ext,14,0.489,0.446,24
68060,217763.65,39.18,86.2776,Ext,10,1.076,0.55,24
68060,217763.82,39.38,67.5216,Ext,16,0.978,0.524,24
68070,217769.04,4.57,90.0288,Ext,15,0.978,1.048,24
68070,217769.75,5.28,97.5312,Ext,11,1.76,0.603,24
68070,217770.8,6.34,97.5312,Ext,16,0.685,0.786,24
68070,217771.02,6.56,97.5312,Ext,14,0.978,0.943,24
68070,217771.55,7.05,82.5264,Ext,12,2.444,3.587,24
68070,217772.17,7.7,90.0288,Ext,16,1.173,0.969,24
68070,217772.66,8.21,75.024,Ext,10,0.978,1.571,24
68070,217772.67,8.28,97.5312,Ext,25,2.737,3.221,24
68070,217772.99,8.54,97.5312,Ext,10,0.782,1.074,24
68070,217773.43,8.96,90.0288,Ext,26,0.685,0.786,24
68070,217773.65,9.19,105.0336,Ext,15,0.782,0.838,24
68070,217773.86,9.4,97.5312,Ext,10,0.88,1.152,24
68070,217773.96,9.5,112.536,Ext,30,0.88,0.812,24
68070,217774.22,9.76,120.0384,Ext,10,0.685,0.943,24
68070,217775.15,10.7,105.0336,Ext,24,0.782,0.864,24
68070,217775.32,10.86,108.7848,Ext,15,0.978,1.074,24
68070,217775.45,11,116.2872,Ext,10,1.076,0.969,24
68070,217775.51,11.06,97.5312,Ext,17,0.88,0.812,24
68070,217775.86,11.39,78.7752,Ext,11,0.88,0.838,24
68070,217776.12,11.65,116.2872,Ext,14,1.076,0.76,24
68070,217776.22,11.78,127.5408,Ext,10,1.271,1.126,24
68070,217776.13,11.79,93.78,Ext,20,3.813,4.739,24
68070,217776.29,11.83,116.2872,Ext,10,1.467,1.571,24
68070,217776.34,11.88,71.2728,Ext,10,1.173,1.885,24
68070,217777.83,13.33,90.0288,Ext,15,2.249,5.263,24
68070,217778.14,13.67,108.7848,Ext,17,0.782,1.126,24
68070,217778.51,14.04,86.2776,Ext,10,1.369,1.912,24
68070,217778.61,14.13,108.7848,Ext,10,1.564,2.776,24
68070,217778.76,14.3,90.0288,Ext,10,0.88,0.969,24
68070,217778.81,14.36,112.536,Ext,10,0.782,0.734,24
68070,217779.06,14.65,86.2776,Ext,20,2.151,3.692,24
68070,217779.43,14.96,120.0384,Ext,17,1.271,1.257,24
68070,217779.46,14.99,101.2824,Ext,22,1.369,1.048,24
68070,217779.69,15.22,93.78,Ext,13,1.173,0.995,24
68070,217780.05,15.59,105.0336,Ext,13,1.076,1.362,24
68070,217780.63,16.18,90.0288,Ext,14,1.076,0.917,24
68070,217780.73,16.26,116.2872,Ext,10,1.271,0.681,24
68070,217781.03,16.58,108.7848,Ext,12,0.782,1.1,24
68070,217781.15,16.75,93.78,Ext,11,2.249,1.283,24
68070,217781.39,16.89,101.2824,Ext,10,1.271,1.414,24
68070,217781.42,16.96,108.7848,Ext,10,1.076,1.807,24
68070,217781.5,17.04,116.2872,Ext,12,0.685,0.681,24
68070,217781.78,17.32,116.2872,Ext,10,0.88,0.76,24
68070,217781.92,17.51,97.5312,Ext,23,1.955,4.215,24
68070,217782.4,17.93,123.7896,Ext,10,1.173,1.231,24
68070,217782.86,18.38,86.2776,Ext,15,2.151,11.546,24
68070,217783.4,18.82,78.7752,Ext,10,3.617,2.906,24
68070,217783.63,19.22,97.5312,Ext,11,2.053,1.205,24
68070,217784.95,20.5,86.2776,Ext,10,1.564,2.043,24
68070,217785.17,20.72,67.5216,Ext,11,0.685,1.179,24
68070,217785.56,21.11,75.024,Ext,10,0.978,1.231,24
68070,217785.64,21.18,67.5216,Ext,10,0.88,1.048,24
68070,217785.82,21.4,78.7752,Ext,20,2.151,5.786,24
68070,217787.08,22.6,90.0288,Ext,10,0.978,1.074,24
68070,217787.21,22.78,97.5312,Ext,15,1.271,1.205,24
68070,217787.42,22.99,86.2776,Ext,10,1.076,0.681,24
68070,217797.88,33.41,78.7752,Ext,10,1.076,0.734,24
68080,217808.07,3.67,101.2824,Ext,18,1.564,1.414,24
68080,217825.61,21.2,101.2824,Ext,10,0.782,1.336,24
68080,217829.5,25.08,86.2776,Ext,14,0.88,1.205,24
68090,217847.66,3.34,135.0432,Ext,12,0.88,0.629,24
68090,217847.74,3.4,138.7944,Ext,15,0.978,0.55,24
68090,217854.35,10,78.7752,Ext,18,0.88,1.414,24
68090,217854.5,10.16,86.2776,Ext,12,0.782,1.205,24
68090,217855.98,11.63,3.7512,Ext,19,0.88,1.126,24
68090,217857.53,13.18,86.2776,Ext,17,1.076,1.231,24
68090,217858.45,14.12,75.024,Ext,14,1.369,1.702,24
68090,217859.36,15.02,71.2728,Ext,16,0.88,1.074,24
68090,217859.57,15.27,82.5264,Ext,16,1.369,0.786,24
68090,217859.99,15.64,78.7752,Ext,17,0.685,1.571,24
68090,217860.2,15.87,78.7752,Ext,10,0.685,0.969,24
68090,217860.49,16.14,78.7752,Ext,10,0.978,1.362,24
68090,217860.96,16.62,82.5264,Ext,19,0.782,1.362,24
68090,217861.52,17.19,78.7752,Ext,14,0.782,1.022,24
68090,217861.83,17.5,82.5264,Ext,17,1.076,0.864,24
68090,217863.54,19.2,86.2776,Ext,15,0.978,1.231,24
68090,217864.29,19.96,82.5264,Ext,14,0.587,0.655,24
68090,217866.07,21.72,86.2776,Ext,16,1.76,1.44,24
68090,217866.64,22.34,78.7752,Ext,10,2.151,0.681,24
68090,217869.16,24.8,93.78,Ext,10,1.369,0.943,24
68090,217872.02,27.68,105.0336,Ext,18,1.076,1.388,24
68090,217872.01,27.68,97.5312,Ext,13,0.782,1.022,24
